"scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","user_id","user_name","created_at","updated_at","quality_grade","license","sound_url","oauth_application_id","captive_cultivated"
"Pycnopodia helianthoides","2023-07-04 13:04:13 -0700","","Campbell River, BC, Canada",49.968237,-125.2045789722,"","Sunflower Sea Star","https://www.inaturalist.org/observations/171261205","https://static.inaturalist.org/photos/297159745/medium.jpeg","agrocan86",171261205,"Sunflower Sea Star","Animalia",47673,1,0,"2023-07-04 13:04:13","2023-07-04","2023-07-04 20:04:13 UTC","America/Vancouver",NA,NA,"","open","false","gps","gps",2965094,"Allison G","2023-07-05 19:42:19 UTC","2023-07-05 22:13:28 UTC","research","",NA,2,"false"
"Pycnopodia helianthoides","2023-07-04 08:50:09 -0700","","Ucluelet Inlet, Ucluelet, BC, CA",48.937297118,-125.5357445882,"","Sunflower Sea Star","https://www.inaturalist.org/observations/171199019","https://static.inaturalist.org/photos/297047944/medium.jpg","mrgy",171199019,"Sunflower Sea Star","Animalia",47673,2,0,"2023-07-04 08:50:09-07:00","2023-07-04","2023-07-04 15:50:09 UTC","America/Vancouver",50,50,"","open","false","","",4580470,"Morgan Brady","2023-07-05 13:22:42 UTC","2023-07-05 15:47:44 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2023-07-04 12:36:40 -0700","","Edmonds Ferry Terminal, Edmonds, WA, US",47.8131416667,-122.384895,"","Sunflower Sea Star","https://www.inaturalist.org/observations/171163565","https://static.inaturalist.org/photos/296982404/medium.jpg","empidonax_wrightii",171163565,"Sunflower Sea Star","Animalia",47673,2,0,"2023-07-04 12:36:40-07:00","2023-07-04","2023-07-04 19:36:40 UTC","Pacific Time (US & Canada)",5,5,"","open","false","","",393173,"Charles Wright","2023-07-05 06:21:33 UTC","2023-07-06 05:11:10 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2023-07-03 11:30:00 -0700","","North Beach, Seattle, WA, US",47.6990569378,-122.4016358609,"","Sunflower Sea Star","https://www.inaturalist.org/observations/171093998","https://inaturalist-open-data.s3.amazonaws.com/photos/296850638/medium.jpg","jmwilliford",171093998,"Sunflower Sea Star","Animalia",47673,1,0,"2023-07-03 11:30:00-07:00","2023-07-03","2023-07-03 18:30:00 UTC","Pacific Time (US & Canada)",187,187,"","open","false","","",7112436,"","2023-07-04 20:58:04 UTC","2023-07-05 04:01:48 UTC","research","CC-BY-NC",NA,3,"false"
"Pycnopodia helianthoides","2023-07-04 09:07:32 -0800","","Kodiak Island Borough, AK, USA",57.8253759722,-152.3506299722,"","Sunflower Sea Star","https://www.inaturalist.org/observations/171080373","https://static.inaturalist.org/photos/296824826/medium.jpeg","liza124",171080373,"Sunflower Sea Star","Animalia",47673,2,0,"2023-07-04 09:07:32","2023-07-04","2023-07-04 17:07:32 UTC","America/Anchorage",NA,NA,"","open","false","gps","gps",4651378,"Liza Rupp","2023-07-04 19:41:00 UTC","2023-07-10 05:37:02 UTC","research","",NA,2,"false"
"Pycnopodia helianthoides","2023-07-04 08:35:35 -0700","Cape Falcon Marine Reserve ","North Pacific Ocean, OR, US",45.7688665186,-123.9813980295,"","Sunflower Sea Star","https://www.inaturalist.org/observations/171057381","https://inaturalist-open-data.s3.amazonaws.com/photos/296781116/medium.jpg","astonishingnature",171057381,"Sunflower Sea Star","Animalia",47673,2,0,"2023-07-04 08:35:35-07:00","2023-07-04","2023-07-04 15:35:35 UTC","Pacific Time (US & Canada)",25,25,"","open","false","","",3352271,"","2023-07-04 17:33:44 UTC","2023-12-18 13:24:41 UTC","research","CC-BY-NC",NA,3,"false"
"Pycnopodia helianthoides","2023-07-03 09:39:50 -0700","","North Pacific Ocean, Central Coast, BC, CA",51.6788533333,-128.1152805,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170915020","https://static.inaturalist.org/photos/296513919/medium.jpg","amelia494",170915020,"Sunflower Sea Star","Animalia",47673,1,0,"2023-07-03 09:39:50-07:00","2023-07-03","2023-07-03 16:39:50 UTC","America/Vancouver",13,13,"","open","false","","",6977841,"Amelia Nimmon","2023-07-03 21:36:41 UTC","2024-04-28 01:52:19 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2023-07-03 09:07:28 -0700","Juvenile Falcon Cove Marine Reserve","North Pacific Ocean, OR, US",45.7360133333,-123.949705,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170890174","https://inaturalist-open-data.s3.amazonaws.com/photos/296467008/medium.jpg","astonishingnature",170890174,"Sunflower Sea Star","Animalia",47673,2,0,"2023-07-03 09:07:28-07:00","2023-07-03","2023-07-03 16:07:28 UTC","Pacific Time (US & Canada)",4,4,"","open","false","","",3352271,"","2023-07-03 19:09:36 UTC","2024-02-11 01:07:52 UTC","research","CC-BY-NC",NA,3,"false"
"Pycnopodia helianthoides","2023-07-03 11:49:19 -0700","","Seattle, WA, US",47.5736116667,-122.4189083333,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170889655","https://inaturalist-open-data.s3.amazonaws.com/photos/296465947/medium.jpg","twoseastars",170889655,"Sunflower Sea Star","Animalia",47673,1,0,"2023-07-03 11:49:19-07:00","2023-07-03","2023-07-03 18:49:19 UTC","Pacific Time (US & Canada)",4,4,"","open","false","","",5285962,"","2023-07-03 19:06:33 UTC","2023-07-03 19:23:51 UTC","research","CC-BY-NC",NA,3,"false"
"Pycnopodia helianthoides","2023-07-03 09:10:56 -0700","Juvenile Falcon Cove Marine Reserve","North Pacific Ocean, OR, US",45.7357303462,-123.9502466887,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170889646","https://inaturalist-open-data.s3.amazonaws.com/photos/296466729/medium.jpg","astonishingnature",170889646,"Sunflower Sea Star","Animalia",47673,2,0,"2023-07-03 09:10:56-07:00","2023-07-03","2023-07-03 16:10:56 UTC","Pacific Time (US & Canada)",51,51,"","open","false","","",3352271,"","2023-07-03 19:06:28 UTC","2023-12-18 13:24:33 UTC","research","CC-BY-NC",NA,3,"false"
"Pycnopodia helianthoides","2023-07-03 07:01:01 -0800","","Baranof Island, Sitka, AK, US",57.0744990301,-135.372383493,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170845452","https://inaturalist-open-data.s3.amazonaws.com/photos/296384675/medium.jpg","kljinsitka",170845452,"Sunflower Sea Star","Animalia",47673,3,0,"2023-07-03 07:01:01-08:00","2023-07-03","2023-07-03 15:01:01 UTC","America/Sitka",15,15,"","open","false","","",390883,"Karen L. Johnson","2023-07-03 15:01:26 UTC","2023-07-18 22:16:17 UTC","research","CC-BY-NC",NA,3,"false"
"Pycnopodia helianthoides","2023-07-02 12:47:00 -0700","","Capital, BC, Canada",48.3135832032,-123.6011708479,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170757532","https://inaturalist-open-data.s3.amazonaws.com/photos/296214094/medium.jpeg","saraellison",170757532,"Sunflower Sea Star","Animalia",47673,2,0,"2023/07/02 12:47 PM","2023-07-02","2023-07-02 19:47:00 UTC","America/Vancouver",4,4,"","open","false","","",3711577,"","2023-07-03 00:31:28 UTC","2023-07-03 01:33:43 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2023-07-02 12:50:00 -0700","","Capital, BC, Canada",48.3135283502,-123.6013559413,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170757531","https://inaturalist-open-data.s3.amazonaws.com/photos/296214074/medium.jpeg","saraellison",170757531,"Sunflower Sea Star","Animalia",47673,1,0,"2023/07/02 12:50 PM","2023-07-02","2023-07-02 19:50:00 UTC","America/Vancouver",31,31,"","open","false","","",3711577,"","2023-07-03 00:31:28 UTC","2023-07-03 00:58:11 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-03 11:27:13 -0700","","Golden Gardens Park, Seattle, WA, US",47.6962524002,-122.4031496233,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170741541","https://static.inaturalist.org/photos/296183350/medium.jpg","elaooh",170741541,"Sunflower Sea Star","Animalia",47673,1,0,"2023-06-03 11:27:13-07:00","2023-06-03","2023-06-03 18:27:13 UTC","Pacific Time (US & Canada)",1125,1125,"","open","false","","",844094,"","2023-07-02 22:43:32 UTC","2023-07-02 23:15:31 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2023-07-02 10:43:28 -0700","","Puget Sound, Greenbank, WA, US",48.1383528333,-122.5144716667,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170703968","https://inaturalist-open-data.s3.amazonaws.com/photos/296265678/medium.jpg","twoseastars",170703968,"Sunflower Sea Star","Animalia",47673,1,0,"2023-07-02 10:43:28-07:00","2023-07-02","2023-07-02 17:43:28 UTC","Pacific Time (US & Canada)",3,3,"","open","false","","",5285962,"","2023-07-02 19:19:06 UTC","2023-07-03 19:06:13 UTC","research","CC-BY-NC",NA,3,"false"
"Pycnopodia helianthoides","2023-07-02 07:44:51 -0700","","Pruth Bay, Central Coast, BC, CA",51.6460883333,-128.1187445,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170679780","https://static.inaturalist.org/photos/296134266/medium.jpg","amelia494",170679780,"Sunflower Sea Star","Animalia",47673,1,0,"2023-07-02 07:44:51-07:00","2023-07-02","2023-07-02 14:44:51 UTC","America/Vancouver",22,22,"","open","false","","",6977841,"Amelia Nimmon","2023-07-02 17:19:37 UTC","2024-04-28 01:52:19 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2023-07-02 07:43:35 -0700","","Pruth Bay, Central Coast, BC, CA",51.64612,-128.1186971667,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170679733","https://static.inaturalist.org/photos/296066677/medium.jpg","amelia494",170679733,"Sunflower Sea Star","Animalia",47673,1,0,"2023-07-02 07:43:35-07:00","2023-07-02","2023-07-02 14:43:35 UTC","America/Vancouver",11,11,"","open","false","","",6977841,"Amelia Nimmon","2023-07-02 17:19:13 UTC","2024-04-28 01:52:19 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2023-07-02 08:55:01 -0700","","Pruth Bay, Central Coast, BC, CA",51.6462333333,-128.1189888333,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170679657","https://static.inaturalist.org/photos/296066467/medium.jpg","amelia494",170679657,"Sunflower Sea Star","Animalia",47673,1,0,"2023-07-02 08:55:01-07:00","2023-07-02","2023-07-02 15:55:01 UTC","America/Vancouver",4,4,"","open","false","","",6977841,"Amelia Nimmon","2023-07-02 17:18:40 UTC","2024-04-28 01:52:19 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2023-06-26 10:45:00 -0700","Dive observation","Nanaimo, BC, Canada",49.3158352659,-124.2169964765,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170641908","https://static.inaturalist.org/photos/295995996/medium.jpg","tom858",170641908,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/26 10:45 AM PST","2023-06-26","2023-06-26 17:45:00 UTC","America/Vancouver",31,31,"","open","false","","",2902883,"Tom Hlavac","2023-07-02 14:05:07 UTC","2023-07-02 14:28:42 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2023-07-01 08:35:28 -0700","","Yaquina River, Newport, OR, US",44.6157801394,-124.0652386481,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170537911","https://inaturalist-open-data.s3.amazonaws.com/photos/295796960/medium.jpg","pn_wes",170537911,"Sunflower Sea Star","Animalia",47673,3,0,"2023-07-01 08:35:28-07:00","2023-07-01","2023-07-01 15:35:28 UTC","Pacific Time (US & Canada)",357,357,"","open","false","","",5913109,"Wesley Shum","2023-07-01 22:23:49 UTC","2023-12-18 13:29:51 UTC","research","CC-BY-NC",NA,3,"false"
"Pycnopodia helianthoides","2023-06-29 22:40:00 -0700","healthy specimen 18"" in diameter","Mason County, WA, USA",47.3770119396,-123.1141694932,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170339280","https://inaturalist-open-data.s3.amazonaws.com/photos/295421886/medium.jpeg","crabsandshrimps",170339280,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/29 10:40 PM","2023-06-29","2023-06-30 05:40:00 UTC","Pacific Time (US & Canada)",90,90,"","open","false","","",4217074,"Gregory C Jensen","2023-06-30 20:58:51 UTC","2023-07-09 15:13:01 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-30 05:30:12 -0700","","North Pacific Ocean, Central Coast, BC, CA",51.6662633333,-128.079925,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170331555","https://inaturalist-open-data.s3.amazonaws.com/photos/295408034/medium.jpg","ruefae",170331555,"Sunflower Sea Star","Animalia",47673,1,0,"2023-06-30 05:30:12-07:00","2023-06-30","2023-06-30 12:30:12 UTC","America/Vancouver",14,14,"","open","false","","",3267084,"","2023-06-30 20:07:11 UTC","2023-06-30 20:25:50 UTC","research","CC-BY-NC",NA,3,"false"
"Pycnopodia helianthoides","2023-06-29 16:15:49 -0800","","Kake, AK 99830, USA",56.91779302,-134.17850003,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170234905","https://inaturalist-open-data.s3.amazonaws.com/photos/295233996/medium.jpeg","paul_norwood",170234905,"Sunflower Sea Star","Animalia",47673,2,0,"2023-06-29 16:15:49","2023-06-29","2023-06-30 00:15:49 UTC","America/Sitka",18,18,"","open","false","","",25990,"Paul Norwood","2023-06-30 06:23:45 UTC","2023-07-01 04:38:45 UTC","research","CC-BY-NC",NA,2,"false"
"Pycnopodia helianthoides","2023-06-03 12:17:00 -0800","","Juneau, AK, USA",58.4722812488,-134.7872017292,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170208907","https://inaturalist-open-data.s3.amazonaws.com/photos/295181019/medium.jpg","aalilith",170208907,"Sunflower Sea Star","Animalia",47673,2,0,"2023/06/03 12:17 PM","2023-06-03","2023-06-03 20:17:00 UTC","Alaska",61,61,"","open","false","","",415184,"","2023-06-30 01:28:28 UTC","2023-06-30 02:53:46 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-05 05:23:00 -0700","","Washington, US",48.0646866329,-122.598200083,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170172973","https://inaturalist-open-data.s3.amazonaws.com/photos/295111378/medium.jpeg","boattailedgrackle",170172973,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/05 5:23 AM","2023-06-05","2023-06-05 12:23:00 UTC","Pacific Time (US & Canada)",15,26743,"obscured","open","true","","",1443386,"Mieke Ahnna Lee","2023-06-29 20:39:42 UTC","2023-06-29 20:41:07 UTC","research","CC-BY-NC-ND",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-05 04:37:00 -0700","I gave them the dead fish","Washington, US",48.1319597371,-122.5653041468,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170172923","https://inaturalist-open-data.s3.amazonaws.com/photos/295109938/medium.jpeg","boattailedgrackle",170172923,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/05 4:37 AM","2023-06-05","2023-06-05 11:37:00 UTC","Pacific Time (US & Canada)",15,26743,"obscured","open","true","","",1443386,"Mieke Ahnna Lee","2023-06-29 20:39:32 UTC","2023-06-29 20:42:51 UTC","research","CC-BY-NC-ND",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-05 04:29:00 -0700","babylegs","Washington, US",48.0331312637,-122.4530201291,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170172900","https://inaturalist-open-data.s3.amazonaws.com/photos/295109274/medium.jpeg","boattailedgrackle",170172900,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/05 4:29 AM","2023-06-05","2023-06-05 11:29:00 UTC","Pacific Time (US & Canada)",8,26743,"obscured","open","true","","",1443386,"Mieke Ahnna Lee","2023-06-29 20:39:28 UTC","2023-06-29 20:43:36 UTC","research","CC-BY-NC-ND",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-05 04:28:00 -0700","Possible SSWD?","Washington, US",48.0269515201,-122.4717718003,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170172888","https://inaturalist-open-data.s3.amazonaws.com/photos/295109132/medium.jpeg","boattailedgrackle",170172888,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/05 4:28 AM","2023-06-05","2023-06-05 11:28:00 UTC","Pacific Time (US & Canada)",15,26743,"obscured","open","true","","",1443386,"Mieke Ahnna Lee","2023-06-29 20:39:27 UTC","2023-06-29 20:44:47 UTC","research","CC-BY-NC-ND",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-05 04:11:00 -0700","","Washington, US",48.0031393052,-122.4979610795,"","Sunflower Sea Star","https://www.inaturalist.org/observations/170172814","https://inaturalist-open-data.s3.amazonaws.com/photos/295107074/medium.jpeg","boattailedgrackle",170172814,"Sunflower Sea Star","Animalia",47673,2,0,"2023/06/05 4:11 AM","2023-06-05","2023-06-05 11:11:00 UTC","Pacific Time (US & Canada)",15,26743,"obscured","open","true","","",1443386,"Mieke Ahnna Lee","2023-06-29 20:39:15 UTC","2023-06-29 21:48:39 UTC","research","CC-BY-NC-ND",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-26 14:09:00 -0800","","Sitka, AK, USA",57.0060545034,-135.2921672349,"","Sunflower Sea Star","https://www.inaturalist.org/observations/169753548","https://inaturalist-open-data.s3.amazonaws.com/photos/294318805/medium.jpeg","paul_norwood",169753548,"Sunflower Sea Star","Animalia",47673,3,0,"2023/06/26 2:09 PM","2023-06-26","2023-06-26 22:09:00 UTC","America/Sitka",74,74,"","open","false","","",25990,"Paul Norwood","2023-06-27 11:58:08 UTC","2023-06-30 01:02:13 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2022-07-13 07:55:52 -0800","","Petersburg Borough, AK, USA",57.2862991574,-133.6564600468,"","Sunflower Sea Star","https://www.inaturalist.org/observations/169584247","https://inaturalist-open-data.s3.amazonaws.com/photos/294027591/medium.jpeg","abartlett62",169584247,"Estrella girasol","Animalia",47673,2,0,"2022-07-13 07:55:52","2022-07-13","2022-07-13 15:55:52 UTC","Alaska",1793,1793,"","open","false","gps","gps",3500338,"","2023-06-26 14:08:34 UTC","2023-06-28 07:12:05 UTC","research","CC-BY-NC",NA,2,"false"
"Pycnopodia helianthoides","2023-06-24 17:28:41 -0700","","San Juan County, WA, USA",48.5453472222,-123.0123833333,"","Sunflower Sea Star","https://www.inaturalist.org/observations/169289648","https://inaturalist-open-data.s3.amazonaws.com/photos/293480279/medium.jpeg","ifreedman",169289648,"Sunflower Sea Star","Animalia",47673,1,0,"2023-06-24 17:28:41","2023-06-24","2023-06-25 00:28:41 UTC","Pacific Time (US & Canada)",NA,NA,"","open","false","","",746964,"","2023-06-25 00:29:15 UTC","2023-07-03 02:25:43 UTC","research","CC-BY-NC",NA,2,"false"
"Pycnopodia helianthoides","2022-12-23 20:54:16 -0800","","Taylor Beach",48.3663713783,-123.532304205,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168999766","https://inaturalist-open-data.s3.amazonaws.com/photos/292955134/medium.jpeg","bctidepoolgirl",168999766,"Sunflower Sea Star","Animalia",47673,2,0,"2022-12-23 20:54:16","2022-12-23","2022-12-24 04:54:16 UTC","America/Vancouver",180,180,"","open","false","gps","gps",6194283,"Keltie Mitchell","2023-06-23 14:35:03 UTC","2023-10-12 07:27:38 UTC","research","CC-BY-NC",NA,2,"false"
"Pycnopodia helianthoides","2022-12-23 21:02:27 -0800","","Taylor Beach",48.3663713783,-123.532304205,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168999647","https://inaturalist-open-data.s3.amazonaws.com/photos/292954879/medium.jpeg","bctidepoolgirl",168999647,"Sunflower Sea Star","Animalia",47673,2,0,"2022-12-23 21:02:27","2022-12-23","2022-12-24 05:02:27 UTC","America/Vancouver",180,180,"","open","false","gps","gps",6194283,"Keltie Mitchell","2023-06-23 14:34:20 UTC","2023-10-12 07:28:08 UTC","research","CC-BY-NC",NA,2,"false"
"Pycnopodia helianthoides","2022-12-23 21:07:29 -0800","","Taylor Beach",48.3663713783,-123.532304205,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168999549","https://inaturalist-open-data.s3.amazonaws.com/photos/292954674/medium.jpeg","bctidepoolgirl",168999549,"Sunflower Sea Star","Animalia",47673,2,0,"2022-12-23 21:07:29","2022-12-23","2022-12-24 05:07:29 UTC","America/Vancouver",180,180,"","open","false","gps","gps",6194283,"Keltie Mitchell","2023-06-23 14:33:43 UTC","2023-10-12 07:28:26 UTC","research","CC-BY-NC",NA,2,"false"
"Pycnopodia helianthoides","2023-06-22 09:27:04 -0800","","Bartlett Cove, Gustavus, AK, US",58.4549833333,-135.8862783333,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168863391","https://inaturalist-open-data.s3.amazonaws.com/photos/292700047/medium.jpg","kim215",168863391,"Sunflower Sea Star","Animalia",47673,1,0,"2023-06-22 09:27:04-08:00","2023-06-22","2023-06-22 17:27:04 UTC","Alaska",7,7,"","open","false","","",1033331,"Kim Nesbitt","2023-06-22 18:05:02 UTC","2024-09-06 02:24:54 UTC","research","CC-BY",NA,3,"false"
"Pycnopodia helianthoides","2023-06-19 08:33:38 -0700","Found in sandy patch in the intertidal near rocky boulder field (-1.4 ft tide), around a bed of Egregia & Alaria, has multiple new arms growing in","Port Orford, OR 97465, USA",42.7128331147,-124.4619078934,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168537437","https://inaturalist-open-data.s3.amazonaws.com/photos/292095923/medium.jpeg","caroljrice",168537437,"Sunflower Sea Star","Animalia",47673,2,0,"2023-06-19 08:33:38","2023-06-19","2023-06-19 15:33:38 UTC","Pacific Time (US & Canada)",128,128,"","open","false","","",2225834,"","2023-06-20 19:30:49 UTC","2024-04-26 22:42:32 UTC","research","CC-BY-NC",NA,2,"false"
"Pycnopodia helianthoides","2023-06-17 07:25:16 -0700","This sea star was 0.75"" in diameter.

I found five different sea stars of this type in the same area. They ranged from 0.75 to 1.5 inches.

Excited to see these making a come back! This is the first sunflower sea star I've seen since I was a small child.

I read about the sunflower stars being found at Yaquina Bay, and it's amazing to also see them on the northern Oregon coast.

https://www.oregonlive.com/pacific-northwest-news/2023/06/rare-endangered-sunflower-sea-stars-found-on-oregon-coast.html","Tillamook County, OR, USA",45.4788259722,-123.970543,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168292759","https://inaturalist-open-data.s3.amazonaws.com/photos/291643172/medium.jpeg","tidaltraveler",168292759,"Sunflower Sea Star","Animalia",47673,2,0,"2023-06-17 07:25:16","2023-06-17","2023-06-17 14:25:16 UTC","Pacific Time (US & Canada)",NA,NA,"","open","false","","",5924986,"Sage Sharp","2023-06-19 13:54:45 UTC","2023-12-18 13:25:47 UTC","research","CC-BY",NA,2,"false"
"Pycnopodia helianthoides","2023-06-11 11:15:00 -0700","Dive observation","Nanaimo, BC, Canada",49.3139272995,-124.2417138292,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168236748","https://static.inaturalist.org/photos/291538568/medium.jpg","tom858",168236748,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/11 11:15 AM PST","2023-06-11","2023-06-11 18:15:00 UTC","America/Vancouver",31,31,"","open","false","","",2902883,"Tom Hlavac","2023-06-19 03:49:18 UTC","2023-06-19 03:50:17 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-11 11:15:00 -0700","Dive observation","Nanaimo, BC, Canada",49.3140811735,-124.2409628107,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168236691","https://static.inaturalist.org/photos/291538440/medium.jpg","tom858",168236691,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/11 11:15 AM PST","2023-06-11","2023-06-11 18:15:00 UTC","America/Vancouver",31,31,"","open","false","","",2902883,"Tom Hlavac","2023-06-19 03:48:45 UTC","2023-06-19 03:49:38 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-11 11:15:00 -0700","Dive observation","Nanaimo, BC, Canada",49.314179093,-124.2407053186,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168236581","https://static.inaturalist.org/photos/291538335/medium.jpg","tom858",168236581,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/11 11:15 AM PST","2023-06-11","2023-06-11 18:15:00 UTC","America/Vancouver",31,31,"","open","false","","",2902883,"Tom Hlavac","2023-06-19 03:48:11 UTC","2023-06-19 03:49:33 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-11 11:15:00 -0700","Dive observation","Nanaimo, BC, Canada",49.3140811735,-124.2405121995,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168236506","https://static.inaturalist.org/photos/291538233/medium.jpg","tom858",168236506,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/11 11:15 AM PST","2023-06-11","2023-06-11 18:15:00 UTC","America/Vancouver",31,31,"","open","false","","",2902883,"Tom Hlavac","2023-06-19 03:47:35 UTC","2023-06-19 03:48:25 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-11 11:15:00 -0700","Dive observation","Nanaimo, BC, Canada",49.314179093,-124.2406624032,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168236456","https://static.inaturalist.org/photos/291538116/medium.jpg","tom858",168236456,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/11 11:15 AM PST","2023-06-11","2023-06-11 18:15:00 UTC","America/Vancouver",31,31,"","open","false","","",2902883,"Tom Hlavac","2023-06-19 03:46:53 UTC","2023-06-19 03:48:29 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-11 11:15:00 -0700","Dive observation","Nanaimo, BC, Canada",49.3142630238,-124.2407911493,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168236418","https://static.inaturalist.org/photos/291538011/medium.jpg","tom858",168236418,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/11 11:15 AM PST","2023-06-11","2023-06-11 18:15:00 UTC","America/Vancouver",31,31,"","open","false","","",2902883,"Tom Hlavac","2023-06-19 03:46:13 UTC","2023-06-19 03:48:34 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-11 11:15:00 -0700","Dive observation","Nanaimo, BC, Canada",49.3143049892,-124.2411559297,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168236352","https://static.inaturalist.org/photos/291537892/medium.jpg","tom858",168236352,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/11 11:15 AM PST","2023-06-11","2023-06-11 18:15:00 UTC","America/Vancouver",31,31,"","open","false","","",2902883,"Tom Hlavac","2023-06-19 03:45:34 UTC","2023-06-19 03:48:38 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2023-06-11 11:15:00 -0700","Dive observation","Nanaimo, BC, Canada",49.3140531964,-124.2415636255,"","Sunflower Sea Star","https://www.inaturalist.org/observations/168236196","https://static.inaturalist.org/photos/291537772/medium.jpg","tom858",168236196,"Sunflower Sea Star","Animalia",47673,1,0,"2023/06/11 11:15 AM PST","2023-06-11","2023-06-11 18:15:00 UTC","America/Vancouver",31,31,"","open","false","","",2902883,"Tom Hlavac","2023-06-19 03:44:55 UTC","2023-06-19 03:48:42 UTC","research","",NA,NA,"false"
